From	Entry	Reviewed
NP_004221.3	A0A024R7B2	unreviewed
NP_001306.1	Q16539	reviewed
NP_001306.1	L7RSM2	unreviewed
NP_000243.1	Q13496	reviewed
NP_000243.1	A0A024RC06	unreviewed
NP_009191.1	O95372	reviewed
NP_009191.1	A0A140VJC9	unreviewed
NP_001829.1	P32248	reviewed
NP_001829.1	A0N0Q0	unreviewed
NP_002966.1	Q9Y240	reviewed
NP_061973.1	Q9NPF5	reviewed
NP_002221.1	P14923	reviewed
NP_002221.1	A0A0S2Z487	unreviewed
NP_689543.1	Q96NE9	reviewed
NP_940851.1	Q6PCB8	reviewed
NP_055242.1	Q9UBL6	reviewed
NP_002785.1	P49721	reviewed
NP_002785.1	A0A140VJS6	unreviewed
NP_666017.1	Q8NET5	reviewed
NP_000107.1	Q16635	reviewed
NP_000107.1	A0A0S2Z4K0	unreviewed
NP_003740.2	Q9Y4H2	reviewed
NP_003740.2	Q9P084	unreviewed
NP_000553.1	P07357	reviewed
NP_002987.1	P78423	reviewed
NP_002987.1	A0N0N7	unreviewed
NP_036453.1	Q9Y4Z0	reviewed
NP_065154.2	Q86TW2	reviewed
NP_003848.1	O43603	reviewed
NP_001440.2	Q13642	reviewed
NP_000414.2	P35908	reviewed
NP_008961.1	O94811	reviewed
NP_008961.1	Q4L233	unreviewed
NP_002824.1	P43378	reviewed
NP_002824.1	Q6IQ43	unreviewed
NP_000846.1	P33402	reviewed
NP_950245.2	Q96CB9	reviewed
NP_116136.1	Q96IX5	reviewed
NP_067635.2	Q9HB21	reviewed
NP_071324.1	Q9H2C0	reviewed
NP_071324.1	A0A0S2Z4W2	unreviewed
NP_071324.1	B3KTC3	unreviewed
NP_057344.2	Q9UKS7	reviewed
NP_056391.1	O15083	reviewed
NP_004372.3	Q99941	reviewed
NP_004372.3	Q6AZW6	unreviewed
NP_001228.1	P20248	reviewed
NP_005419.2	P15498	reviewed
NP_005419.2	B2R8B5	unreviewed
NP_005419.2	Q96D37	unreviewed
NP_001722.1	P62324	reviewed
NP_001722.1	Q6IBC8	unreviewed
NP_109592.1	Q16827	reviewed
NP_004856.1	P62380	reviewed
NP_001019978.1	P51693	reviewed
NP_000673.2	P18089	reviewed
NP_000537.3	P04637	reviewed
NP_000537.3	K7PPA8	unreviewed
NP_000537.3	Q53GA5	unreviewed
NP_001988.1	P62861	reviewed
NP_060567.1	Q9NVX0	reviewed
NP_060567.1	A0A024R9P0	unreviewed
NP_057069.1	Q9Y264	reviewed
NP_000927.1	P16233	reviewed
NP_683720.2	P28062	reviewed
NP_683720.2	X5CMJ9	unreviewed
NP_000300.1	P50336	reviewed
NP_003114.1	P16150	reviewed
NP_003114.1	A0A024R629	unreviewed
NP_002361.1	P61326	reviewed
NP_060667.2	Q9NTW7	reviewed
NP_066986.1	Q9NYW8	reviewed
NP_001641.1	P55087	reviewed
NP_001641.1	F1DSG4	unreviewed
NP_005348.2	Q05469	reviewed
NP_005348.2	A8K8W7	unreviewed
NP_878918.2	Q8WXH0	reviewed
NP_878918.2	Q6MZP0	unreviewed
NP_008918.1	Q9UNE2	reviewed
NP_038472.2	Q9UHD9	reviewed
NP_036204.2	Q9NPY3	reviewed
NP_004897.2	Q15007	reviewed
NP_003330.1	P62837	reviewed
NP_758857.1	Q8TDN1	reviewed
NP_758857.1	Q32MC1	unreviewed
NP_758857.1	Q547S7	unreviewed
NP_000333.1	P02730	reviewed
NP_004051.1	P51959	reviewed
NP_003622.2	Q86W56	reviewed
NP_006421.2	P50991	reviewed
NP_000166.2	P06744	reviewed
NP_006326.1	Q99595	reviewed
NP_079431.1	Q9BRP4	reviewed
NP_680474.1	Q96EF6	reviewed
NP_065385.2	Q96AQ6	reviewed
NP_001349.2	O43143	reviewed
NP_001186.1	Q12934	reviewed
NP_003460.2	P13521	reviewed
NP_919337.1	P32856	reviewed
NP_002767.2	O43240	reviewed
NP_003759.1	Q15121	reviewed
NP_003759.1	B1AKZ4	unreviewed
NP_003759.1	Q96FS5	unreviewed
NP_008860.4	Q15477	reviewed
NP_008860.4	A0A1U9X8J1	unreviewed
NP_008816.3	Q15911	reviewed
NP_008816.3	Q8N2Y6	unreviewed
NP_036229.1	Q9Y689	reviewed
NP_006263.1	P04271	reviewed
NP_006263.1	A0A0S2Z4C5	unreviewed
NP_620448.1	P53779	reviewed
NP_002119.1	P09429	reviewed
NP_002119.1	A0A024RDR0	unreviewed
NP_963883.2	Q8NHW3	reviewed
NP_005100.1	O95747	reviewed
NP_001724.3	P00736	reviewed
NP_005233.3	P55085	reviewed
NP_006570.1	Q15125	reviewed
NP_006570.1	A0A024QYX0	unreviewed
NP_490647.1	O75190	reviewed
NP_001092877.1	Q9NVP4	reviewed
NP_001092877.1	A1L3Z8	unreviewed
NP_631938.1	Q9H0E9	reviewed
NP_114408.3	Q969S8	reviewed
NP_689979.1	Q8N2U0	reviewed
NP_002875.1	P62834	reviewed
NP_002875.1	A8KAH9	unreviewed
NP_001745.2	Q01196	reviewed
NP_000591.1	P05231	reviewed
NP_000591.1	B4DVM1	unreviewed
NP_000591.1	Q75MH2	unreviewed
NP_060828.2	Q9NUQ8	reviewed
NP_060828.2	A0A0S2Z5L1	unreviewed
NP_009297.2	P00519	reviewed
NP_009297.2	Q59FK4	unreviewed
NP_000497.1	P00734	reviewed
NP_550433.1	P13051	reviewed
NP_550433.1	E5KTA5	unreviewed
NP_004664.1	O95841	reviewed
NP_057703.1	Q9NZF1	reviewed
NP_057703.1	X2BQ60	unreviewed
NP_057714.1	Q9NZD8	reviewed
NP_057714.1	A0A024R5Y1	unreviewed
NP_510880.2	Q92614	reviewed
NP_001035798.1	Q9Y5J3	reviewed
NP_002079.3	Q16478	reviewed
NP_005723.2	Q92878	reviewed
NP_005723.2	A5D6Y3	unreviewed
NP_059988.3	Q99871	reviewed
NP_006471.2	O43566	reviewed
NP_005154.2	P31749	reviewed
NP_005154.2	B0LPE5	unreviewed
NP_005154.2	B3KVH4	unreviewed
NP_055062.1	Q9Y4G8	reviewed
NP_060483.3	A7XYQ1	reviewed
NP_060483.3	Q24K27	unreviewed
NP_003355.1	Q16831	reviewed
NP_003355.1	B4DND0	unreviewed
NP_006351.2	Q7L2H7	reviewed
NP_078919.2	Q53FD0	reviewed
NP_057291.1	Q9UKF6	reviewed
NP_055106.1	O75600	reviewed
NP_055106.1	A8K228	unreviewed
NP_796372.1	Q8TE12	reviewed
NP_219499.1	Q8WZ74	reviewed
NP_219499.1	Q20BG9	unreviewed
NP_003634.2	Q9NP62	reviewed
NP_653294.1	Q96NG5	reviewed
NP_037415.1	Q9NZL9	reviewed
NP_037415.1	A0A140VJP2	unreviewed
NP_005018.1	O00459	reviewed
NP_000730.1	P08172	reviewed
NP_000730.1	A4D1Q0	unreviewed
NP_000730.1	Q6SL56	unreviewed
NP_000730.1	Q86SJ1	unreviewed
NP_003844.1	O95256	reviewed
NP_031379.2	Q03113	reviewed
NP_031379.2	Q6ZQV4	unreviewed
NP_004992.2	O95182	reviewed
NP_060958.2	P57082	reviewed
NP_068602.2	Q96RR1	reviewed
NP_068602.2	E5KSY5	unreviewed
NP_068602.2	Q9H6V3	unreviewed
NP_071431.2	Q9HC73	reviewed
NP_071431.2	D0E2W4	unreviewed
NP_003407.1	P17097	reviewed
NP_031396.1	P40937	reviewed
NP_003896.1	Q13564	reviewed
NP_055131.2	Q9Y2V2	reviewed
NP_067004.3	Q9NQ25	reviewed
NP_060610.2	Q9P209	reviewed
NP_003866.1	P49915	reviewed
NP_003866.1	A0A140VJK6	unreviewed
NP_065793.1	Q8N0W4	reviewed
NP_065793.1	A0A024RBV0	unreviewed
NP_067024.1	Q9GZW8	reviewed
NP_067024.1	A0A024R556	unreviewed
NP_001633.1	Q06481	reviewed
NP_055620.1	Q7L775	reviewed
NP_002865.1	P54727	reviewed
NP_006661.1	Q13641	reviewed
NP_002126.2	P22736	reviewed
NP_002126.2	A0A024R126	unreviewed
NP_001645.1	P10398	reviewed
NP_001645.1	A0A024R178	unreviewed
NP_003403.2	Q15915	reviewed
NP_005270.2	P46091	reviewed
NP_003496.1	Q9UP38	reviewed
NP_004075.1	P59665	reviewed
NP_000355.2	P45379	reviewed
NP_001055.1	P29401	reviewed
NP_001055.1	V9HWD9	unreviewed
NP_006591.1	Q9Y266	reviewed
NP_006152.2	Q92886	reviewed
NP_006152.2	F1T0H3	unreviewed
NP_001028219.1	Q6UXI9	reviewed
NP_071503.1	P57738	reviewed
NP_073624.2	Q9HAN9	reviewed
NP_073624.2	A0A024R4E1	unreviewed
NP_005954.3	P12882	reviewed
NP_000474.2	P02655	reviewed
NP_000474.2	A0A024R0T9	unreviewed
NP_003997.1	P11532	reviewed
NP_057511.2	Q8IYF1	reviewed
NP_689895.2	Q6NW29	reviewed
NP_003482.1	P41227	reviewed
NP_079409.3	Q86XK2	reviewed
NP_938149.2	Q14697	reviewed
NP_003262.1	O14817	reviewed
NP_003262.1	A0A024RCE1	unreviewed
NP_056977.1	P81277	reviewed
NP_056977.1	Q53QV7	unreviewed
NP_005193.1	P25067	reviewed
NP_036433.2	Q86UL8	reviewed
NP_001058.2	P11388	reviewed
NP_000115.1	Q03468	reviewed
NP_000115.1	Q59FF6	unreviewed
NP_000601.3	P16070	reviewed
NP_004148.1	P13861	reviewed
NP_004148.1	A0A024R2W3	unreviewed
NP_054731.2	O75628	reviewed
NP_060050.2	Q9UGI0	reviewed
NP_005349.3	Q8WWI1	reviewed
NP_068733.1	Q9Y281	reviewed
NP_068733.1	Q549N0	unreviewed
NP_942600.1	O43427	reviewed
NP_005877.2	Q9BVA0	reviewed
NP_055449.1	P49593	reviewed
NP_006491.2	P43121	reviewed
NP_006491.2	A0A024R3I5	unreviewed
NP_006862.2	Q9Y572	reviewed
NP_064705.1	Q9P2U7	reviewed
NP_036565.2	O75533	reviewed
NP_036565.2	B4DGZ4	unreviewed
NP_065071.1	Q9ULJ6	reviewed
NP_065071.1	A0JLS3	unreviewed
NP_057157.1	Q9Y3E1	reviewed
NP_057157.1	A0A024R216	unreviewed
NP_002778.1	P25787	reviewed
NP_002778.1	A0A024RA52	unreviewed
NP_005847.1	O60896	reviewed
NP_005847.1	A4D2L1	unreviewed
NP_002768.3	P24158	reviewed
NP_000171.1	Q02846	reviewed
NP_003083.1	P08579	reviewed
NP_006653.2	Q6ZRS2	reviewed
NP_068576.1	Q9BYF1	reviewed
NP_964011.2	Q6IB77	reviewed
NP_964011.2	A0A384P5E3	unreviewed
NP_060458.3	Q6P3W7	reviewed
NP_038477.2	Q9UIF9	reviewed
NP_000947.2	P43116	reviewed
NP_003995.2	P29033	reviewed
NP_003995.2	H9U1J4	unreviewed
NP_006816.2	Q07065	reviewed
NP_006816.2	A0A024RBH2	unreviewed
NP_037488.2	O95907	reviewed
NP_004058.1	P52757	reviewed
NP_004058.1	A0A2X0TVW3	unreviewed
NP_003855.1	O75446	reviewed
NP_002174.1	P26951	reviewed
NP_003962.3	O60271	reviewed
NP_004484.1	Q99714	reviewed
NP_004484.1	A0A0S2Z410	unreviewed
NP_073625.1	Q9H244	reviewed
NP_073625.1	A8K7T1	unreviewed
NP_116289.4	Q14CB8	reviewed
NP_000219.2	Q13751	reviewed
NP_000219.2	A0A0S2Z3R6	unreviewed
NP_443095.2	Q96QR1	reviewed
NP_036446.3	P43632	reviewed
NP_036446.3	A0A0C4ZN05	unreviewed
NP_000588.2	P18065	reviewed
NP_001923.2	Q13368	reviewed
NP_004585.1	Q14940	reviewed
NP_004585.1	Q9NSW9	unreviewed
NP_001073883.2	Q9P219	reviewed
NP_001073883.2	B4DZB8	unreviewed
NP_000945.3	P41222	reviewed
NP_000945.3	A0A024R8G3	unreviewed
NP_001076047.1	O43251	reviewed
NP_001008.1	P62277	reviewed
NP_004408.1	P28562	reviewed
NP_004408.1	B4DU40	unreviewed
NP_071390.1	Q9Y4H4	reviewed
NP_071390.1	A0A024RCP6	unreviewed
NP_005088.1	O95970	reviewed
NP_005088.1	A0A0S2Z4S7	unreviewed
NP_004271.1	O43324	reviewed
NP_005732.2	O14978	reviewed
NP_001034180.1	P11908	reviewed
NP_001034180.1	A0A140VK41	unreviewed
NP_004445.1	P41161	reviewed
NP_078779.2	Q5T1R4	reviewed
NP_056177.3	Q8TE02	reviewed
NP_003087.1	P62308	reviewed
NP_000954.1	P35354	reviewed
NP_060956.1	Q9BY41	reviewed
NP_037536.2	Q13421	reviewed
NP_002387.1	P23368	reviewed
NP_005121.1	Q14512	reviewed
NP_000779.1	P27707	reviewed
NP_000779.1	F5CTF3	unreviewed
NP_987093.1	Q7Z4G1	reviewed
NP_115515.2	Q96NW4	reviewed
NP_006510.1	P63172	reviewed
NP_859062.1	Q7Z6J2	reviewed
NP_004131.3	Q15334	reviewed
NP_001873.2	P24387	reviewed
NP_056303.3	Q8N490	reviewed
NP_056303.3	A0A024R415	unreviewed
NP_067067.1	Q9NQL2	reviewed
NP_005948.3	P42898	reviewed
NP_005948.3	Q59GJ6	unreviewed
NP_005948.3	Q8IU67	unreviewed
NP_689969.2	Q6R327	reviewed
NP_002300.1	P15018	reviewed
NP_848537.1	Q86UX7	reviewed
NP_054779.1	Q9ULC4	reviewed
NP_066981.2	Q96RU7	reviewed
NP_005752.1	O60486	reviewed
NP_057625.1	Q9P2W3	reviewed
NP_055109.1	Q15629	reviewed
NP_055109.1	Q6FHL3	unreviewed
NP_004979.3	P43355	reviewed
NP_653082.1	P11488	reviewed
NP_653082.1	A1LQ23	unreviewed
NP_776248.1	P56915	reviewed
NP_057130.1	Q9Y3B2	reviewed
NP_001020366.1	P23141	reviewed
NP_005472.2	Q9Y2X0	reviewed
NP_002815.3	P20962	reviewed
NP_002815.3	A0A158RFU3	unreviewed
NP_056167.1	Q9H488	reviewed
NP_115696.2	Q9BSF8	reviewed
NP_115696.2	D3DQW7	unreviewed
NP_003601.1	P78406	reviewed
NP_653164.2	P49247	reviewed
NP_006641.1	Q6PUV4	reviewed
NP_001041.1	P30874	reviewed
NP_443163.1	Q96DU3	reviewed
NP_056240.2	O95602	reviewed
NP_814444.1	O00204	reviewed
NP_000415.2	P13647	reviewed
NP_076964.1	Q9BVV2	reviewed
NP_005288.3	Q99705	reviewed
NP_003449.2	Q9UPA5	reviewed
NP_005392.2	Q15678	reviewed
NP_005392.2	A8K6H6	unreviewed
NP_150241.2	P29590	reviewed
NP_510867.1	P38936	reviewed
NP_510867.1	A0A024RCX5	unreviewed
NP_055500.1	Q15011	reviewed
NP_055500.1	Q53FP9	unreviewed
NP_005611.1	P31949	reviewed
NP_005611.1	V9HWH9	unreviewed
NP_112587.2	Q9H0X6	reviewed
NP_004335.1	P41208	reviewed
NP_000389.1	P00387	reviewed
NP_003205.2	Q99594	reviewed
NP_064568.3	Q8WYA1	reviewed
NP_001073946.1	Q9P273	reviewed
NP_001073946.1	A0A140VJW8	unreviewed
NP_006227.1	P20264	reviewed
NP_000936.1	P63098	reviewed
NP_060900.2	Q2TAA8	reviewed
NP_037366.1	Q9UBQ5	reviewed
NP_059110.2	Q9UMW8	reviewed
NP_066018.1	Q9HCD5	reviewed
NP_038463.2	Q9Y2V3	reviewed
NP_055399.1	Q96HE7	reviewed
NP_003700.1	O75840	reviewed
NP_003700.1	A0A024R3X8	unreviewed
NP_116235.2	Q8WUD1	reviewed
NP_003905.1	P78396	reviewed
NP_000847.2	Q02108	reviewed
NP_056493.3	Q8NFP9	reviewed
NP_056493.3	B3KXQ8	unreviewed
NP_758516.1	Q99932	reviewed
NP_478144.1	Q6NUP7	reviewed
NP_077003.1	Q9H6F5	reviewed
NP_002841.3	Q13332	reviewed
NP_002841.3	Q59FX6	unreviewed
NP_002841.3	Q8NHS7	unreviewed
NP_004652.2	Q9UJX2	reviewed
NP_004660.2	O95833	reviewed
NP_003503.1	Q93077	reviewed
NP_003503.1	A0A024R017	unreviewed
NP_005078.2	P51114	reviewed
NP_002760.1	P07477	reviewed
NP_056952.2	P43628	reviewed
NP_056952.2	E3NZD8	unreviewed
NP_057186.1	Q9Y577	reviewed
NP_057186.1	A0A024R3R3	unreviewed
NP_003019.2	Q15464	reviewed
NP_057239.4	Q9ULZ9	reviewed
NP_003747.1	O15372	reviewed
NP_003747.1	Q6IB98	unreviewed
NP_001763.3	P20138	reviewed
NP_001763.3	Q546G0	unreviewed
NP_077007.1	Q9BQA1	reviewed
NP_077007.1	A0A024R0H7	unreviewed
NP_002427.1	Q00013	reviewed
NP_056276.1	Q96K83	reviewed
NP_588614.1	Q8N3E9	reviewed
NP_065392.1	Q9HDC9	reviewed
NP_775960.4	Q5IJ48	reviewed
NP_115977.2	Q969Q1	reviewed
NP_067546.1	P57730	reviewed
NP_116082.1	Q9BSU3	reviewed
NP_037498.1	Q9UJX6	reviewed
NP_683866.1	Q93038	reviewed
NP_003969.2	O43586	reviewed
NP_003969.2	A0A0S2Z5P3	unreviewed
NP_000706.1	P04003	reviewed
NP_065387.1	P29322	reviewed
NP_000114.2	P28715	reviewed
NP_005468.1	Q9Y3Q4	reviewed
NP_001410.2	Q15717	reviewed
NP_067640.2	Q9HC62	reviewed
NP_006073.2	P68363	reviewed
NP_003867.1	P17152	reviewed
NP_006810.1	P31948	reviewed
NP_006810.1	V9HW72	unreviewed
NP_006022.3	O95613	reviewed
NP_006261.1	P10301	reviewed
NP_006261.1	A0A024QZF2	unreviewed
NP_937858.2	Q8NE31	reviewed
NP_937858.2	A8K181	unreviewed
NP_002878.2	P54136	reviewed
NP_009149.2	Q8WU17	reviewed
NP_002598.4	P04085	reviewed
NP_037392.1	Q9UHR5	reviewed
NP_037392.1	A0A024R8R0	unreviewed
NP_958854.1	Q9UHF1	reviewed
NP_958854.1	A0A024R8F5	unreviewed
NP_005381.1	P29803	reviewed
NP_003525.1	P68431	reviewed
NP_066933.1	Q05707	reviewed
NP_065178.1	Q9P1U1	reviewed
NP_065178.1	Q59GD5	unreviewed
NP_002520.2	P04629	reviewed
NP_055430.1	Q14687	reviewed
NP_002246.5	Q99706	reviewed
NP_001619.1	P15121	reviewed
NP_001619.1	A0A024R7A8	unreviewed
NP_001735.1	Q16566	reviewed
NP_054727.1	O60826	reviewed
NP_054727.1	A0A024QZ03	unreviewed
NP_001869.1	P29373	reviewed
NP_443204.1	P02750	reviewed
NP_443204.1	Q68CK4	unreviewed
NP_008819.1	P0DP23	reviewed
NP_008819.1	P0DP24	reviewed
NP_008819.1	P0DP25	reviewed
NP_008819.1	B4DJ51	unreviewed
NP_006822.1	Q92989	reviewed
NP_004812.1	O96004	reviewed
NP_006140.1	P56470	reviewed
NP_006140.1	Q6FHZ4	unreviewed
NP_006181.1	Q13416	reviewed
NP_006181.1	A0A024R411	unreviewed
NP_061031.2	Q70CQ1	reviewed
NP_112180.4	Q96L92	reviewed
NP_003479.1	Q92667	reviewed
NP_003479.1	A0A140VK05	unreviewed
NP_061829.3	Q96E40	reviewed
NP_003213.1	Q92754	reviewed
NP_116170.3	P54829	reviewed
NP_116170.3	Q86TL3	unreviewed
NP_000881.3	P48544	reviewed
NP_000881.3	A0A5J6E2W8	unreviewed
NP_000367.1	P11473	reviewed
NP_000367.1	F1D8P8	unreviewed
NP_000857.1	P30939	reviewed
NP_008884.1	O75631	reviewed
NP_004748.2	Q12904	reviewed
NP_073598.1	Q9H5F2	reviewed
NP_005855.1	O43281	reviewed
NP_003370.2	P15311	reviewed
NP_061816.1	Q9NY65	reviewed
NP_002512.1	P16860	reviewed
NP_006465.3	Q86YL7	reviewed
NP_060473.2	Q9BZF9	reviewed
NP_004930.1	Q92499	reviewed
NP_004930.1	A3RJH1	unreviewed
NP_612482.2	P08047	reviewed
NP_009224.2	P0C0L4	reviewed
NP_874369.1	Q92993	reviewed
NP_061940.1	Q9NVN8	reviewed
NP_061940.1	A0A024R9Y6	unreviewed
NP_006338.1	O43447	reviewed
NP_006338.1	Q6FH36	unreviewed
NP_001039.1	P61278	reviewed
NP_694972.3	Q7Z494	reviewed
NP_000466.2	P51843	reviewed
NP_000466.2	F1D8P4	unreviewed
NP_036607.3	Q9UK80	reviewed
NP_056036.1	Q6XZF7	reviewed
NP_000184.1	Q15465	reviewed
NP_057289.1	Q9NRA1	reviewed
NP_777604.2	Q6SA08	reviewed
NP_036283.2	P23610	reviewed
NP_777576.1	Q8IWV7	reviewed
NP_005495.2	P54687	reviewed
NP_005495.2	A0A024RAV0	unreviewed
NP_006243.2	P54646	reviewed
NP_076946.1	Q9BWG6	reviewed
NP_005604.1	P49798	reviewed
NP_005604.1	A0A024R909	unreviewed
NP_005250.1	O14793	reviewed
NP_005250.1	Q53S46	unreviewed
NP_031370.2	Q15361	reviewed
NP_031370.2	A0A024R8C1	unreviewed
NP_001513.2	P51841	reviewed
NP_116196.3	Q8NFZ0	reviewed
NP_003989.2	P19838	reviewed
NP_476527.1	Q8WVJ9	reviewed
NP_476527.1	A1MB48	unreviewed
NP_001074248.1	O00159	reviewed
NP_060879.2	Q9P2M1	reviewed
NP_055406.2	Q9NS61	reviewed
NP_055406.2	B3KSZ5	unreviewed
NP_003606.3	Q9Y6M7	reviewed
NP_116191.2	Q8TCT8	reviewed
NP_899233.1	Q16515	reviewed
NP_004026.2	Q15067	reviewed
NP_055269.1	Q9Y6P5	reviewed
NP_000215.1	P05783	reviewed
NP_000215.1	A0A024RAY2	unreviewed
NP_002069.2	Q13439	reviewed
NP_002069.2	Q49A56	unreviewed
NP_057170.1	Q9Y6J8	reviewed
NP_057170.1	A0A024R4L1	unreviewed
NP_002687.1	P62487	reviewed
NP_003508.1	Q16777	reviewed
NP_003218.2	Q9UP52	reviewed
NP_006201.1	Q9GZU2	reviewed
NP_008836.2	P11464	reviewed
NP_631946.1	P55209	reviewed
NP_631946.1	A0A024RBB7	unreviewed
NP_631946.1	Q9H2B0	unreviewed
NP_002223.3	P22001	reviewed
NP_057360.2	Q9HBY8	reviewed
NP_001035919.1	O43294	reviewed
NP_060280.2	Q9NX65	reviewed
NP_004345.1	Q16589	reviewed
NP_004345.1	A0A024RDC7	unreviewed
NP_004934.1	Q09019	reviewed
NP_004934.1	Q8WUW6	unreviewed
NP_201591.2	Q15406	reviewed
NP_201591.2	F1D8S0	unreviewed
NP_919307.1	Q86WX3	reviewed
NP_919307.1	A0A024R1T1	unreviewed
NP_067032.3	Q9NPP4	reviewed
NP_005868.1	Q15459	reviewed
NP_005868.1	A0A024R1K8	unreviewed
NP_001560.2	P51617	reviewed
NP_001981.2	Q99504	reviewed
NP_000594.2	P29474	reviewed
NP_002560.1	P09958	reviewed
NP_002560.1	A0A024RC70	unreviewed
NP_001608.1	P35612	reviewed
NP_001608.1	Q05DK5	unreviewed
NP_002779.1	P25788	reviewed
NP_002779.1	A0A140VK43	unreviewed
NP_005369.2	P04198	reviewed
NP_000483.3	P13569	reviewed
NP_000483.3	A0A024R730	unreviewed
NP_003171.2	O00445	reviewed
NP_003171.2	A0A024R4N8	unreviewed
NP_004237.1	O95838	reviewed
NP_004237.1	A0A384MTS7	unreviewed
NP_004237.1	B2RAN4	unreviewed
NP_116027.2	P23769	reviewed
NP_612815.1	Q07817	reviewed
NP_612815.1	A0A0S2Z3C5	unreviewed
NP_079416.1	Q53HC0	reviewed
NP_000204.3	P16144	reviewed
NP_000204.3	A0A024R8T0	unreviewed
NP_001484.1	P31150	reviewed
NP_001484.1	A0A0S2Z3X8	unreviewed
NP_004853.2	Q99732	reviewed
NP_006608.1	P48681	reviewed
NP_006608.1	Q9H6U9	unreviewed
NP_003498.1	O75084	reviewed
NP_085116.2	Q6ZN57	reviewed
NP_653261.1	Q96LT4	reviewed
NP_653261.1	V9HVY4	unreviewed
NP_002679.2	Q99719	reviewed
NP_002679.2	X5DNA9	unreviewed
NP_002692.2	Q01860	reviewed
NP_002692.2	D2IYK3	unreviewed
NP_057175.1	Q9Y262	reviewed
NP_660328.2	Q8TAU0	reviewed
NP_570718.1	Q8WXD0	reviewed
NP_004841.2	O75116	reviewed
NP_004841.2	A0A2P9DU05	unreviewed
NP_004841.2	Q14DU5	unreviewed
NP_715639.1	Q9UHD0	reviewed
NP_003951.3	Q9UHE5	reviewed
NP_057564.3	Q9BPZ3	reviewed
NP_057564.3	Q49AE6	unreviewed
NP_001343.2	Q10586	reviewed
NP_005870.2	Q9BWF2	reviewed
NP_055260.1	Q9Y6X1	reviewed
NP_112578.2	Q9C086	reviewed
NP_009107.1	Q9UKR5	reviewed
NP_009107.1	Q6FII3	unreviewed
NP_009107.1	Q86TW5	unreviewed
NP_001202.4	O60566	reviewed
NP_076990.4	Q7Z3C6	reviewed
NP_076990.4	A0A024R438	unreviewed
NP_009166.2	O43592	reviewed
NP_036474.1	Q13145	reviewed
NP_000910.2	P19021	reviewed
NP_001025186.1	Q9UHM6	reviewed
NP_006099.2	Q9HCB6	reviewed
NP_005501.2	O77932	reviewed
NP_005501.2	A0A024RCW8	unreviewed
NP_001009905.1	Q67FW5	reviewed
NP_001009905.1	A0A024R8X6	unreviewed
NP_004479.1	P40197	reviewed
NP_056534.2	P25940	reviewed
NP_060107.3	Q6ZN30	reviewed
NP_003162.2	Q8IYB8	reviewed
NP_004590.2	Q12772	reviewed
NP_004590.2	A0A024R1Q0	unreviewed
NP_060516.2	Q8N302	reviewed
NP_861460.1	Q9C010	reviewed
NP_658985.2	Q8NCW5	reviewed
NP_001013642.1	Q5I7T1	reviewed
NP_031374.2	P18850	reviewed
NP_031374.2	A8K383	unreviewed
NP_001287.2	O00590	reviewed
NP_001287.2	A1LP82	unreviewed
NP_005668.2	Q9Y215	reviewed
NP_055410.1	Q8TCD5	reviewed
NP_055410.1	V9HWF3	unreviewed
NP_060383.2	Q7L3B6	reviewed
NP_001075955.1	Q96AP0	reviewed
NP_001075955.1	A0A590TQL1	unreviewed
NP_005569.1	Q93052	reviewed
NP_057033.2	Q7L5D6	reviewed
NP_003324.1	P62987	reviewed
NP_003324.1	Q3MIH3	unreviewed
NP_003324.1	Q7Z4P3	unreviewed
NP_116165.1	Q15652	reviewed
NP_055613.1	Q9Y4G2	reviewed
NP_005729.1	P40617	reviewed
NP_005729.1	A0A024R9Z2	unreviewed
NP_775786.2	Q6P9H4	reviewed
NP_003382.1	P09544	reviewed
NP_003382.1	A0A384MDX3	unreviewed
NP_065812.1	Q8N122	reviewed
NP_065812.1	Q6DKI0	unreviewed
NP_003045.2	Q05940	reviewed
NP_006449.2	O75382	reviewed
NP_006449.2	B7Z5Y8	unreviewed
NP_001206.2	P23280	reviewed
NP_001206.2	B4DUH8	unreviewed
NP_061063.2	Q8TF71	reviewed
NP_001028229.1	Q96QZ7	reviewed
NP_001113.2	Q99541	reviewed
NP_001113.2	Q6FHZ7	unreviewed
NP_005309.1	P07305	reviewed
NP_073153.1	Q9H1A4	reviewed
NP_071334.1	Q9GZT9	reviewed
NP_071334.1	R4SCQ0	unreviewed
NP_000221.1	P41159	reviewed
NP_000221.1	A4D0Y8	unreviewed
NP_110389.1	Q9C0J9	reviewed
NP_110389.1	A0A024RAV8	unreviewed
NP_110389.1	Q8TAT1	unreviewed
NP_001018121.1	O00592	reviewed
NP_001018121.1	Q96N83	unreviewed
NP_705831.1	P83436	reviewed
NP_705831.1	A0A0S2Z652	unreviewed
NP_057543.2	Q8WU39	reviewed
NP_000082.2	Q01955	reviewed
NP_006101.1	O95400	reviewed
NP_006101.1	A0A024QZC1	unreviewed
NP_005340.2	Q06330	reviewed
NP_079323.1	Q8N4G2	reviewed
NP_254274.1	O95760	reviewed
NP_002999.1	Q02383	reviewed
NP_060798.2	Q9P267	reviewed
NP_003319.2	P42681	reviewed
NP_003484.1	Q16695	reviewed
NP_057671.2	Q13185	reviewed
NP_057671.2	A4D177	unreviewed
NP_000566.3	P01583	reviewed
NP_004193.1	O14604	reviewed
